SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PLAYER_ID,SEASON
22021,1630173,0022101069,"MAR 20, 2022",TOR @ PHI,W,34,9,15,0.6,2,4,0.5,1,2,0.5,5,4,9,1,0,0,0,4,21,7,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101051,"MAR 18, 2022",TOR vs. LAL,L,36,7,13,0.538,3,8,0.375,1,2,0.5,3,2,5,1,0,0,3,2,18,-12,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101044,"MAR 16, 2022",TOR @ LAC,W,27,5,7,0.714,1,3,0.333,0,0,0.0,2,4,6,2,0,1,4,2,11,-10,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101028,"MAR 14, 2022",TOR @ LAL,W,33,5,13,0.385,0,3,0.0,0,0,0.0,3,8,11,2,2,2,1,2,10,21,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101009,"MAR 12, 2022",TOR @ DEN,W,21,5,10,0.5,4,6,0.667,1,1,1.0,1,3,4,0,0,0,2,3,15,-2,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101003,"MAR 11, 2022",TOR @ PHX,W,16,3,8,0.375,1,2,0.5,4,4,1.0,1,6,7,0,1,0,2,3,11,6,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100989,"MAR 09, 2022",TOR @ SAS,W,21,5,11,0.455,3,5,0.6,0,0,0.0,1,2,3,1,0,0,2,5,13,16,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100962,"MAR 06, 2022",TOR @ CLE,L,21,4,10,0.4,0,1,0.0,0,0,0.0,1,5,6,0,2,0,1,2,8,-28,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100458,"MAR 04, 2022",TOR vs. ORL,L,23,4,12,0.333,2,4,0.5,1,2,0.5,2,4,6,1,0,2,1,4,11,-8,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100942,"MAR 03, 2022",TOR vs. DET,L,28,6,13,0.462,1,3,0.333,5,9,0.556,3,4,7,0,0,0,1,4,18,4,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100928,"MAR 01, 2022",TOR vs. BKN,W,18,2,7,0.286,0,1,0.0,0,0,0.0,2,5,7,0,0,0,2,1,4,-5,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100726,"FEB 28, 2022",TOR @ BKN,W,24,8,14,0.571,3,5,0.6,1,3,0.333,3,5,8,4,0,0,2,1,20,25,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100906,"FEB 26, 2022",TOR @ ATL,L,30,8,12,0.667,2,3,0.667,3,3,1.0,2,7,9,2,1,0,2,4,21,7,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100896,"FEB 25, 2022",TOR @ CHA,L,24,3,8,0.375,0,2,0.0,3,7,0.429,1,4,5,0,2,1,2,0,9,-6,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100880,"FEB 16, 2022",TOR @ MIN,W,21,5,9,0.556,1,3,0.333,0,0,0.0,2,4,6,1,0,0,0,2,11,12,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100863,"FEB 14, 2022",TOR @ NOP,L,15,1,4,0.25,1,1,1.0,3,4,0.75,0,5,5,1,0,0,1,3,6,-11,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100850,"FEB 12, 2022",TOR vs. DEN,L,11,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,2,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100834,"FEB 10, 2022",TOR @ HOU,W,14,2,3,0.667,0,0,0.0,2,2,1.0,1,3,4,2,0,1,2,2,6,-8,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100827,"FEB 09, 2022",TOR @ OKC,W,19,2,7,0.286,0,1,0.0,0,0,0.0,3,4,7,1,1,0,0,1,4,5,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100810,"FEB 07, 2022",TOR @ CHA,W,15,1,3,0.333,0,1,0.0,3,4,0.75,2,2,4,1,1,0,2,0,5,3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100790,"FEB 04, 2022",TOR vs. ATL,W,19,4,6,0.667,2,2,1.0,0,0,0.0,0,3,3,0,0,1,1,2,10,3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100430,"FEB 03, 2022",TOR vs. CHI,W,18,2,9,0.222,0,0,0.0,1,1,1.0,5,6,11,1,0,1,0,1,5,3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100784,"FEB 01, 2022",TOR vs. MIA,W,19,5,7,0.714,2,3,0.667,0,2,0.0,3,4,7,1,1,1,2,4,12,-1,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100767,"JAN 31, 2022",TOR @ ATL,W,18,3,6,0.5,1,1,1.0,0,0,0.0,1,3,4,1,0,0,0,2,7,-6,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100748,"JAN 29, 2022",TOR @ MIA,W,16,4,5,0.8,0,0,0.0,0,0,0.0,1,2,3,0,0,2,0,0,8,-1,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100472,"JAN 26, 2022",TOR @ CHI,L,23,1,4,0.25,0,2,0.0,1,2,0.5,2,4,6,0,1,0,1,1,3,-2,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100715,"JAN 25, 2022",TOR vs. CHA,W,25,3,6,0.5,1,1,1.0,2,5,0.4,2,5,7,3,0,0,2,1,9,8,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100702,"JAN 23, 2022",TOR vs. POR,L,15,1,2,0.5,0,0,0.0,1,2,0.5,1,1,2,0,0,0,0,0,3,-14,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100689,"JAN 21, 2022",TOR @ WAS,W,19,2,5,0.4,1,2,0.5,0,0,0.0,0,5,5,0,0,0,0,0,5,11,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100675,"JAN 19, 2022",TOR @ DAL,L,33,5,10,0.5,0,1,0.0,2,3,0.667,2,3,5,0,0,0,2,2,12,-9,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100662,"JAN 17, 2022",TOR @ MIA,L,37,3,8,0.375,0,1,0.0,0,0,0.0,6,9,15,1,1,1,0,2,6,-3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100641,"JAN 15, 2022",TOR @ MIL,W,39,7,13,0.538,0,3,0.0,0,0,0.0,4,6,10,2,1,3,2,5,14,0,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100633,"JAN 14, 2022",TOR @ DET,L,25,2,7,0.286,0,1,0.0,0,0,0.0,3,5,8,0,0,1,1,3,4,-3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100613,"JAN 11, 2022",TOR vs. PHX,L,22,3,7,0.429,0,2,0.0,0,0,0.0,2,4,6,0,2,0,0,3,6,-7,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100599,"JAN 09, 2022",TOR vs. NOP,W,27,3,6,0.5,0,1,0.0,0,0,0.0,2,7,9,0,1,2,1,2,6,12,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100584,"JAN 07, 2022",TOR vs. UTA,W,18,4,7,0.571,0,1,0.0,1,2,0.5,2,3,5,0,1,1,0,2,9,0,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100573,"JAN 05, 2022",TOR @ MIL,W,16,2,6,0.333,1,1,1.0,1,2,0.5,4,4,8,3,1,0,0,1,6,3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100563,"JAN 04, 2022",TOR vs. SAS,W,19,2,4,0.5,0,1,0.0,6,9,0.667,2,2,4,1,1,1,2,1,10,15,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100545,"JAN 02, 2022",TOR vs. NYK,W,18,1,5,0.2,0,0,0.0,0,0,0.0,3,2,5,3,0,1,3,1,2,4,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100534,"DEC 31, 2021",TOR vs. LAC,W,9,1,3,0.333,0,1,0.0,2,2,1.0,2,1,3,0,0,0,0,0,4,-12,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100443,"DEC 18, 2021",TOR vs. GSW,W,23,8,12,0.667,1,2,0.5,0,1,0.0,0,5,5,0,1,0,2,1,17,4,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100351,"DEC 05, 2021",TOR vs. WAS,W,31,5,10,0.5,0,1,0.0,0,0,0.0,4,10,14,2,1,0,2,2,10,-3,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100329,"DEC 02, 2021",TOR vs. MIL,W,35,3,8,0.375,0,0,0.0,0,2,0.0,5,3,8,2,1,2,1,3,6,7,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100315,"NOV 30, 2021",TOR vs. MEM,L,29,1,8,0.125,0,1,0.0,3,4,0.75,2,3,5,0,0,0,1,6,5,-2,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100302,"NOV 28, 2021",TOR vs. BOS,L,36,3,11,0.273,0,3,0.0,0,0,0.0,3,6,9,1,0,0,2,3,6,-11,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022100284,"NOV 26, 2021",TOR @ IND,L,33,4,7,0.571,0,1,0.0,1,2,0.5,2,5,7,2,0,0,1,2,9,-16,1,Precious Achiuwa,1630173,2021-22
